meal_request_id,user_id,name,meal_occasion,required_categories,target_item,recommended_meals,goodness,avg_redundancy,avg_setsize,avg_coverage,avg_krobust,avg_dm_proxy,avg_mc_proxy,avg_uc_proxy
11,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Pepsi,"[['Pepsi', 'Almond Milk'], ['Pepsi', 'Apple Juice'], ['Pepsi', 'Cappuccino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
12,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Cappuccino,"[['Cappuccino', 'Almond Milk'], ['Cappuccino', 'Apple Juice'], ['Cappuccino', 'Caramel Cappucino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
13,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Green Tea,"[['Green Tea', 'Almond Milk'], ['Green Tea', 'Apple Juice'], ['Green Tea', 'Cappuccino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
14,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Ginger Ale,"[['Ginger Ale', 'Almond Milk'], ['Ginger Ale', 'Apple Juice'], ['Ginger Ale', 'Cappuccino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
15,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Iced Coffee,"[['Iced Coffee', 'Almond Milk'], ['Iced Coffee', 'Apple Juice'], ['Iced Coffee', 'Cappuccino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
16,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Chai Latte,"[['Chai Latte', 'Almond Milk'], ['Chai Latte', 'Apple Juice'], ['Chai Latte', 'Cappuccino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
17,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Cranberry Juice,"[['Cranberry Juice', 'Almond Milk'], ['Cranberry Juice', 'Apple Juice'], ['Cranberry Juice', 'Cappuccino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
18,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Sprite,"[['Sprite', 'Almond Milk'], ['Sprite', 'Apple Juice'], ['Sprite', 'Cappuccino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
19,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Hot Tea,"[['Hot Tea', 'Almond Milk'], ['Hot Tea', 'Apple Juice'], ['Hot Tea', 'Cappuccino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
20,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Fruit Punch,"[['Fruit Punch', 'Almond Milk'], ['Fruit Punch', 'Apple Juice'], ['Fruit Punch', 'Cappuccino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
21,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Almond Milk,"[['Almond Milk', 'Apple Juice'], ['Almond Milk', 'Cappuccino'], ['Almond Milk', 'Caramel Cappucino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
22,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Coconut Water,"[['Coconut Water', 'Almond Milk'], ['Coconut Water', 'Apple Juice'], ['Coconut Water', 'Cappuccino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
23,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Espresso,"[['Espresso', 'Almond Milk'], ['Espresso', 'Apple Juice'], ['Espresso', 'Cappuccino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
24,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Tomato Juice,"[['Tomato Juice', 'Almond Milk'], ['Tomato Juice', 'Apple Juice'], ['Tomato Juice', 'Cappuccino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
25,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Cheesy Gordita Crunch Copycat,"[['Cheesy Gordita Crunch Copycat', 'Almond Milk'], ['Cheesy Gordita Crunch Copycat', 'Apple Juice'], ['Cheesy Gordita Crunch Copycat', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
26,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Crunchwrap Supreme Copycat,"[['Crunchwrap Supreme Copycat', 'Almond Milk'], ['Crunchwrap Supreme Copycat', 'Apple Juice'], ['Crunchwrap Supreme Copycat', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
27,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Quesadilla Copycat,"[['Quesadilla Copycat', 'Almond Milk'], ['Quesadilla Copycat', 'Apple Juice'], ['Quesadilla Copycat', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
28,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Bean Burrito Copycat,"[['Bean Burrito Copycat', 'Almond Milk'], ['Bean Burrito Copycat', 'Apple Juice'], ['Bean Burrito Copycat', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
29,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Black Bean Chalupa Copycat,"[['Black Bean Chalupa Copycat', 'Almond Milk'], ['Black Bean Chalupa Copycat', 'Apple Juice'], ['Black Bean Chalupa Copycat', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
30,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Crunchy Taco,"[['Crunchy Taco', 'Almond Milk'], ['Crunchy Taco', 'Apple Juice'], ['Crunchy Taco', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
31,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Soft Taco Beef,"[['Soft Taco Beef', 'Almond Milk'], ['Soft Taco Beef', 'Apple Juice'], ['Soft Taco Beef', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
32,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Nacho Bell Grande Beef,"[['Nacho Bell Grande Beef', 'Almond Milk'], ['Nacho Bell Grande Beef', 'Apple Juice'], ['Nacho Bell Grande Beef', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
33,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Veggie Power Bowl,"[['Veggie Power Bowl', 'Almond Milk'], ['Veggie Power Bowl', 'Apple Juice'], ['Veggie Power Bowl', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
34,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Cheesy Bean Rice Burrito,"[['Cheesy Bean Rice Burrito', 'Almond Milk'], ['Cheesy Bean Rice Burrito', 'Apple Juice'], ['Cheesy Bean Rice Burrito', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
35,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Apple Pie,"[['Apple Pie', 'Almond Milk'], ['Apple Pie', 'Apple Juice'], ['Apple Pie', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
36,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Quarter Pounder,"[['Quarter Pounder', 'Almond Milk'], ['Quarter Pounder', 'Apple Juice'], ['Quarter Pounder', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
37,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Blt Quarter Punder,"[['Blt Quarter Punder', 'Almond Milk'], ['Blt Quarter Punder', 'Apple Juice'], ['Blt Quarter Punder', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
38,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Sweet Tea,"[['Sweet Tea', 'Almond Milk'], ['Sweet Tea', 'Apple Juice'], ['Sweet Tea', 'Cappuccino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
39,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Mcdonaldâ€™s Bacon Ranch Mccrispy,"[['Mcdonaldâ€™s Bacon Ranch Mccrispy', 'Almond Milk'], ['Mcdonaldâ€™s Bacon Ranch Mccrispy', 'Apple Juice'], ['Mcdonaldâ€™s Bacon Ranch Mccrispy', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
40,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Big Mac,"[['Big Mac', 'Almond Milk'], ['Big Mac', 'Apple Juice'], ['Big Mac', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
41,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Breakfast Burrito,"[['Breakfast Burrito', 'Almond Milk'], ['Breakfast Burrito', 'Apple Juice'], ['Breakfast Burrito', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
42,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Caramel Cappucino,"[['Caramel Cappucino', 'Almond Milk'], ['Caramel Cappucino', 'Apple Juice'], ['Caramel Cappucino', 'Cappuccino']]","[1.0, 1.0, 1.0]",1.0,0.5,1.0,1.0,1.0,1.0,1.0
43,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Maple Oatmeal,"[['Maple Oatmeal', 'Almond Milk'], ['Maple Oatmeal', 'Apple Juice'], ['Maple Oatmeal', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
44,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Egg Mcmuffin,"[['Egg Mcmuffin', 'Almond Milk'], ['Egg Mcmuffin', 'Apple Juice'], ['Egg Mcmuffin', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
45,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Mcgriddle,"[['Mcgriddle', 'Almond Milk'], ['Mcgriddle', 'Apple Juice'], ['Mcgriddle', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
46,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Egg Drop Chicken Noodle Soup,"[['Egg Drop Chicken Noodle Soup', 'Almond Milk'], ['Egg Drop Chicken Noodle Soup', 'Apple Juice'], ['Egg Drop Chicken Noodle Soup', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
47,user_2_snacks,Daniela Morales,snacks,{'Beverage'},My Scotch Eggs,"[['My Scotch Eggs', 'Almond Milk'], ['My Scotch Eggs', 'Apple Juice'], ['My Scotch Eggs', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
48,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Egg In An Avocado Hole,"[['Egg In An Avocado Hole', 'Almond Milk'], ['Egg In An Avocado Hole', 'Apple Juice'], ['Egg In An Avocado Hole', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
49,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Delicious Chocolate Bark Recipe,"[['Delicious Chocolate Bark Recipe', 'Almond Milk'], ['Delicious Chocolate Bark Recipe', 'Apple Juice'], ['Delicious Chocolate Bark Recipe', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
50,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Bacon Candy,"[['Bacon Candy', 'Almond Milk'], ['Bacon Candy', 'Apple Juice'], ['Bacon Candy', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
51,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Bacon And Egg Pie,"[['Bacon And Egg Pie', 'Almond Milk'], ['Bacon And Egg Pie', 'Apple Juice'], ['Bacon And Egg Pie', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
52,user_2_snacks,Daniela Morales,snacks,{'Beverage'},How To Make Egg Salad,"[['How To Make Egg Salad', 'Almond Milk'], ['How To Make Egg Salad', 'Apple Juice'], ['How To Make Egg Salad', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
53,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Peekaboo Sugar Eggs,"[['Peekaboo Sugar Eggs', 'Almond Milk'], ['Peekaboo Sugar Eggs', 'Apple Juice'], ['Peekaboo Sugar Eggs', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
54,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Egg Bundles,"[['Egg Bundles', 'Almond Milk'], ['Egg Bundles', 'Apple Juice'], ['Egg Bundles', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
55,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Cadbury Creme Egg Rolls,"[['Cadbury Creme Egg Rolls', 'Almond Milk'], ['Cadbury Creme Egg Rolls', 'Apple Juice'], ['Cadbury Creme Egg Rolls', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
56,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Mini Egg Pie,"[['Mini Egg Pie', 'Almond Milk'], ['Mini Egg Pie', 'Apple Juice'], ['Mini Egg Pie', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
57,user_2_snacks,Daniela Morales,snacks,{'Beverage'},2 Ingredient Avocado Egg Salad,"[['2 Ingredient Avocado Egg Salad', 'Almond Milk'], ['2 Ingredient Avocado Egg Salad', 'Apple Juice'], ['2 Ingredient Avocado Egg Salad', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
58,user_2_snacks,Daniela Morales,snacks,{'Beverage'},How To Make Egg Omelettes,"[['How To Make Egg Omelettes', 'Almond Milk'], ['How To Make Egg Omelettes', 'Apple Juice'], ['How To Make Egg Omelettes', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
59,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Bunny Egg Salad,"[['Bunny Egg Salad', 'Almond Milk'], ['Bunny Egg Salad', 'Apple Juice'], ['Bunny Egg Salad', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
60,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Deviled Egg Salad,"[['Deviled Egg Salad', 'Almond Milk'], ['Deviled Egg Salad', 'Apple Juice'], ['Deviled Egg Salad', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
61,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Dinosaur Inspired By Mikeasaurus,"[['Dinosaur Inspired By Mikeasaurus', 'Almond Milk'], ['Dinosaur Inspired By Mikeasaurus', 'Apple Juice'], ['Dinosaur Inspired By Mikeasaurus', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
62,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Bacon Asparagus And Egg Bake,"[['Bacon Asparagus And Egg Bake', 'Almond Milk'], ['Bacon Asparagus And Egg Bake', 'Apple Juice'], ['Bacon Asparagus And Egg Bake', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
63,user_2_snacks,Daniela Morales,snacks,{'Beverage'},How To Make Chinese Egg Tarts,"[['How To Make Chinese Egg Tarts', 'Almond Milk'], ['How To Make Chinese Egg Tarts', 'Apple Juice'], ['How To Make Chinese Egg Tarts', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
64,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Egg Filled Bread Roll,"[['Egg Filled Bread Roll', 'Almond Milk'], ['Egg Filled Bread Roll', 'Apple Juice'], ['Egg Filled Bread Roll', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
65,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Chocolate Peanut Butter,"[['Chocolate Peanut Butter', 'Almond Milk'], ['Chocolate Peanut Butter', 'Apple Juice'], ['Chocolate Peanut Butter', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
66,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Supremely Spicy Scrambled Eggs,"[['Supremely Spicy Scrambled Eggs', 'Almond Milk'], ['Supremely Spicy Scrambled Eggs', 'Apple Juice'], ['Supremely Spicy Scrambled Eggs', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
67,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Peekaboo Sugar,"[['Peekaboo Sugar', 'Almond Milk'], ['Peekaboo Sugar', 'Apple Juice'], ['Peekaboo Sugar', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
68,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Eggs And Bacon The Perfect Quick Paleo Meal,"[['Eggs And Bacon The Perfect Quick Paleo Meal', 'Almond Milk'], ['Eggs And Bacon The Perfect Quick Paleo Meal', 'Apple Juice'], ['Eggs And Bacon The Perfect Quick Paleo Meal', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
69,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Bakedfriedpan Fried Scotch Egg,"[['Bakedfriedpan Fried Scotch Egg', 'Almond Milk'], ['Bakedfriedpan Fried Scotch Egg', 'Apple Juice'], ['Bakedfriedpan Fried Scotch Egg', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
70,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Deviled Eggs With Smoked Salmon And Capers,"[['Deviled Eggs With Smoked Salmon And Capers', 'Almond Milk'], ['Deviled Eggs With Smoked Salmon And Capers', 'Apple Juice'], ['Deviled Eggs With Smoked Salmon And Capers', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
71,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Baklava,"[['Baklava', 'Almond Milk'], ['Baklava', 'Apple Juice'], ['Baklava', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
72,user_2_snacks,Daniela Morales,snacks,{'Beverage'},German Rhubarb Cake With Meringue Topping (omas Rhabarberkuchen Mit Baiser),"[['German Rhubarb Cake With Meringue Topping (omas Rhabarberkuchen Mit Baiser)', 'Almond Milk'], ['German Rhubarb Cake With Meringue Topping (omas Rhabarberkuchen Mit Baiser)', 'Apple Juice'], ['German Rhubarb Cake With Meringue Topping (omas Rhabarberkuchen Mit Baiser)', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
73,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Honey Vanilla Almond Cake,"[['Honey Vanilla Almond Cake', 'Almond Milk'], ['Honey Vanilla Almond Cake', 'Apple Juice'], ['Honey Vanilla Almond Cake', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
74,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Caramel Nut Tart,"[['Caramel Nut Tart', 'Almond Milk'], ['Caramel Nut Tart', 'Apple Juice'], ['Caramel Nut Tart', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
75,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Lite Fried Okra,"[['Lite Fried Okra', 'Almond Milk'], ['Lite Fried Okra', 'Apple Juice'], ['Lite Fried Okra', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
76,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Pumpkin Soup,"[['Pumpkin Soup', 'Almond Milk'], ['Pumpkin Soup', 'Apple Juice'], ['Pumpkin Soup', 'Cappuccino']]","[0.833333, 0.833333, 0.833333]",0.0,0.5,1.0,1.0,1.0,1.0,0.5
77,user_5_breakfast,James Anderson,breakfast,"{'Beverage', 'Main Course'}",Coffee,"[['Coffee', 'Almond Milk', 'Bacon And Egg Pie'], ['Coffee', 'Apple Juice', 'Bacon And Egg Pie'], ['Coffee', 'Almond Milk', 'Bacon Asparagus And Egg Bake'], ['Coffee', 'Bean Burrito Copycat', 'Caramel Cappucino'], ['Coffee', 'Apple Juice', 'Bacon Asparagus And Egg Bake'], ['Coffee', 'Almond Milk', 'Bakedfriedpan Fried Scotch Egg']]","[0.833333, 0.833333, 0.833333, 0.833333, 0.833333, 0.833333]",0.5,0.75,1.0,1.0,1.0,1.0,0.5
78,user_5_breakfast,James Anderson,breakfast,"{'Beverage', 'Main Course'}",Tea,"[['Tea', 'Almond Milk', 'Bacon And Egg Pie'], ['Tea', 'Apple Juice', 'Bacon And Egg Pie'], ['Tea', 'Almond Milk', 'Bacon Asparagus And Egg Bake'], ['Tea', 'Bean Burrito Copycat', 'Caramel Cappucino'], ['Tea', 'Apple Juice', 'Bacon Asparagus And Egg Bake'], ['Tea', 'Almond Milk', 'Bakedfriedpan Fried Scotch Egg']]","[0.833333, 0.833333, 0.833333, 0.833333, 0.833333, 0.833333]",0.5,0.75,1.0,1.0,1.0,1.0,0.5
79,user_5_breakfast,James Anderson,breakfast,"{'Beverage', 'Main Course'}",Orange Juice,"[['Orange Juice', 'Almond Milk', 'Bacon And Egg Pie'], ['Orange Juice', 'Apple Juice', 'Bacon And Egg Pie'], ['Orange Juice', 'Almond Milk', 'Bacon Asparagus And Egg Bake'], ['Orange Juice', 'Bean Burrito Copycat', 'Caramel Cappucino'], ['Orange Juice', 'Apple Juice', 'Bacon Asparagus And Egg Bake'], ['Orange Juice', 'Almond Milk', 'Bakedfriedpan Fried Scotch Egg']]","[0.833333, 0.833333, 0.833333, 0.833333, 0.833333, 0.833333]",0.5,0.75,1.0,1.0,1.0,1.0,0.5
80,user_5_breakfast,James Anderson,breakfast,"{'Beverage', 'Main Course'}",Cola,"[['Cola', 'Almond Milk', 'Bacon And Egg Pie'], ['Cola', 'Apple Juice', 'Bacon And Egg Pie'], ['Cola', 'Almond Milk', 'Bacon Asparagus And Egg Bake'], ['Cola', 'Bean Burrito Copycat', 'Caramel Cappucino'], ['Cola', 'Apple Juice', 'Bacon Asparagus And Egg Bake'], ['Cola', 'Almond Milk', 'Bakedfriedpan Fried Scotch Egg']]","[0.833333, 0.833333, 0.833333, 0.833333, 0.833333, 0.833333]",0.5,0.75,1.0,1.0,1.0,1.0,0.5
