meal_request_id,user_id,name,meal_occasion,required_categories,target_item,recommended_meals,goodness,avg_redundancy,avg_setsize,avg_coverage,avg_krobust,avg_dm_proxy,avg_mc_proxy,avg_uc_proxy
10,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Apple Juice,"[['Apple Juice', 'Cranberry Juice', 'Tea', 'Milk'], ['Apple Juice', 'Cranberry Juice', 'Tea', 'Iced Coffee'], ['Apple Juice', 'Tea', 'Coconut Water', 'Cranberry Juice'], ['Apple Juice', 'Coconut Water', 'Milk', 'Iced Coffee'], ['Apple Juice', 'Coconut Water', 'Tea'], ['Apple Juice', 'Cranberry Juice', 'Tea'], ['Apple Juice', 'Iced Coffee', 'Coconut Water'], ['Apple Juice', 'Milk', 'Iced Coffee']]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.875,1.0,1.0,1.0,1.0,1.0
11,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Pepsi,"[['Pepsi', 'Milk', 'Coconut Water', 'Tea'], ['Pepsi', 'Milk', 'Cranberry Juice', 'Tea'], ['Pepsi', 'Coconut Water', 'Cranberry Juice', 'Milk'], ['Pepsi', 'Coconut Water', 'Cranberry Juice', 'Tea'], ['Pepsi', 'Iced Coffee', 'Cranberry Juice', 'Apple Juice'], ['Pepsi', 'Cranberry Juice', 'Apple Juice', 'Tea'], ['Pepsi', 'Milk', 'Iced Coffee', 'Cranberry Juice'], ['Pepsi', 'Cranberry Juice', 'Iced Coffee', 'Tea'], ['Pepsi', 'Tea', 'Apple Juice', 'Coconut Water']]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Cappuccino,"[['Cappuccino', 'Iced Coffee', 'Cranberry Juice', 'Milk'], ['Cappuccino', 'Coconut Water', 'Iced Coffee', 'Tea'], ['Cappuccino', 'Apple Juice', 'Cranberry Juice', 'Iced Coffee'], ['Cappuccino', 'Tea', 'Milk', 'Iced Coffee'], ['Cappuccino', 'Cranberry Juice', 'Milk', 'Tea'], ['Cappuccino', 'Tea', 'Cranberry Juice', 'Iced Coffee'], ['Cappuccino', 'Tea', 'Iced Coffee', 'Apple Juice'], ['Cappuccino', 'Coconut Water', 'Apple Juice', 'Tea'], ['Cappuccino', 'Coconut Water', 'Milk', 'Apple Juice']]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Green Tea,"[['Green Tea', 'Milk', 'Tea', 'Cranberry Juice'], ['Green Tea', 'Cranberry Juice', 'Iced Coffee', 'Tea'], ['Green Tea', 'Apple Juice', 'Coconut Water', 'Tea'], ['Green Tea', 'Cranberry Juice', 'Coconut Water', 'Milk'], ['Green Tea', 'Cranberry Juice', 'Iced Coffee', 'Coconut Water'], ['Green Tea', 'Milk', 'Coconut Water', 'Apple Juice'], ['Green Tea', 'Apple Juice', 'Milk', 'Tea'], ['Green Tea', 'Coconut Water', 'Apple Juice', 'Iced Coffee'], ['Green Tea', 'Milk', 'Cranberry Juice', 'Apple Juice'], ['Green Tea', 'Milk', 'Cranberry Juice', 'Iced Coffee']]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Ginger Ale,"[['Ginger Ale', 'Tea', 'Iced Coffee', 'Cranberry Juice'], ['Ginger Ale', 'Coconut Water', 'Apple Juice', 'Tea'], ['Ginger Ale', 'Iced Coffee', 'Milk', 'Apple Juice'], ['Ginger Ale', 'Cranberry Juice', 'Coconut Water', 'Apple Juice'], ['Ginger Ale', 'Iced Coffee', 'Apple Juice', 'Tea'], ['Ginger Ale', 'Apple Juice', 'Coconut Water', 'Milk'], ['Ginger Ale', 'Apple Juice', 'Tea', 'Milk'], ['Ginger Ale', 'Cranberry Juice', 'Coconut Water', 'Iced Coffee'], ['Ginger Ale', 'Tea', 'Milk', 'Cranberry Juice']]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Iced Coffee,"[['Iced Coffee', 'Coconut Water', 'Cranberry Juice', 'Tea'], ['Iced Coffee', 'Cranberry Juice', 'Tea', 'Milk'], ['Iced Coffee', 'Cranberry Juice', 'Milk', 'Coconut Water'], ['Iced Coffee', 'Cranberry Juice', 'Coconut Water', 'Apple Juice'], ['Iced Coffee', 'Coconut Water', 'Apple Juice'], ['Iced Coffee', 'Tea', 'Coconut Water'], ['Iced Coffee', 'Milk', 'Cranberry Juice']]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.8929,1.0,1.0,1.0,1.0,1.0
16,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Chai Latte,"[['Chai Latte', 'Apple Juice', 'Cranberry Juice', 'Tea'], ['Chai Latte', 'Milk', 'Tea', 'Cranberry Juice'], ['Chai Latte', 'Cranberry Juice', 'Iced Coffee', 'Apple Juice'], ['Chai Latte', 'Cranberry Juice', 'Milk', 'Apple Juice'], ['Chai Latte', 'Coconut Water', 'Tea', 'Cranberry Juice'], ['Chai Latte', 'Tea', 'Milk', 'Iced Coffee'], ['Chai Latte', 'Coconut Water', 'Tea', 'Milk'], ['Chai Latte', 'Milk', 'Iced Coffee', 'Cranberry Juice']]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Cranberry Juice,"[['Cranberry Juice', 'Milk', 'Coconut Water', 'Apple Juice'], ['Cranberry Juice', 'Iced Coffee', 'Tea', 'Apple Juice'], ['Cranberry Juice', 'Coconut Water', 'Apple Juice'], ['Cranberry Juice', 'Tea', 'Milk'], ['Cranberry Juice', 'Milk', 'Coconut Water'], ['Cranberry Juice', 'Tea', 'Coconut Water'], ['Cranberry Juice', 'Iced Coffee', 'Coconut Water']]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.8214,1.0,1.0,1.0,1.0,1.0
18,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Sprite,"[['Sprite', 'Apple Juice', 'Cranberry Juice', 'Tea'], ['Sprite', 'Cranberry Juice', 'Tea', 'Coconut Water'], ['Sprite', 'Milk', 'Tea', 'Cranberry Juice'], ['Sprite', 'Iced Coffee', 'Tea', 'Cranberry Juice'], ['Sprite', 'Cranberry Juice', 'Coconut Water', 'Apple Juice'], ['Sprite', 'Milk', 'Tea', 'Iced Coffee']]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Hot Tea,"[['Hot Tea', 'Apple Juice', 'Iced Coffee', 'Milk'], ['Hot Tea', 'Milk', 'Tea', 'Iced Coffee'], ['Hot Tea', 'Apple Juice', 'Tea', 'Cranberry Juice'], ['Hot Tea', 'Tea', 'Iced Coffee', 'Coconut Water'], ['Hot Tea', 'Cranberry Juice', 'Coconut Water', 'Apple Juice'], ['Hot Tea', 'Coconut Water', 'Cranberry Juice', 'Iced Coffee'], ['Hot Tea', 'Tea', 'Milk', 'Coconut Water'], ['Hot Tea', 'Cranberry Juice', 'Tea', 'Milk']]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Fruit Punch,"[['Fruit Punch', 'Cranberry Juice', 'Milk', 'Iced Coffee'], ['Fruit Punch', 'Tea', 'Coconut Water', 'Iced Coffee'], ['Fruit Punch', 'Apple Juice', 'Cranberry Juice', 'Milk'], ['Fruit Punch', 'Apple Juice', 'Tea', 'Coconut Water'], ['Fruit Punch', 'Iced Coffee', 'Tea', 'Milk'], ['Fruit Punch', 'Coconut Water', 'Cranberry Juice', 'Tea'], ['Fruit Punch', 'Apple Juice', 'Coconut Water', 'Cranberry Juice'], ['Fruit Punch', 'Coconut Water', 'Apple Juice', 'Iced Coffee'], ['Fruit Punch', 'Apple Juice', 'Milk', 'Iced Coffee']]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Almond Milk,"[['Almond Milk', 'Tea', 'Coconut Water', 'Apple Juice'], ['Almond Milk', 'Iced Coffee', 'Cranberry Juice', 'Coconut Water'], ['Almond Milk', 'Cranberry Juice', 'Tea', 'Coconut Water'], ['Almond Milk', 'Cranberry Juice', 'Milk', 'Apple Juice'], ['Almond Milk', 'Milk', 'Coconut Water', 'Tea'], ['Almond Milk', 'Cranberry Juice', 'Coconut Water', 'Milk'], ['Almond Milk', 'Cranberry Juice', 'Iced Coffee', 'Milk']]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Coconut Water,"[['Coconut Water', 'Tea', 'Cranberry Juice', 'Iced Coffee'], ['Coconut Water', 'Iced Coffee', 'Tea', 'Milk'], ['Coconut Water', 'Apple Juice', 'Cranberry Juice'], ['Coconut Water', 'Iced Coffee', 'Milk'], ['Coconut Water', 'Cranberry Juice', 'Tea'], ['Coconut Water', 'Apple Juice', 'Milk'], ['Coconut Water', 'Iced Coffee', 'Cranberry Juice']]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,0.8214,1.0,1.0,1.0,1.0,1.0
23,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Espresso,"[['Espresso', 'Apple Juice', 'Milk', 'Cranberry Juice'], ['Espresso', 'Coconut Water', 'Apple Juice', 'Iced Coffee'], ['Espresso', 'Coconut Water', 'Milk', 'Apple Juice'], ['Espresso', 'Cranberry Juice', 'Iced Coffee', 'Milk'], ['Espresso', 'Tea', 'Apple Juice', 'Iced Coffee'], ['Espresso', 'Tea', 'Iced Coffee', 'Coconut Water'], ['Espresso', 'Milk', 'Coconut Water', 'Iced Coffee'], ['Espresso', 'Tea', 'Cranberry Juice', 'Milk']]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Tomato Juice,"[['Tomato Juice', 'Cranberry Juice', 'Iced Coffee', 'Apple Juice'], ['Tomato Juice', 'Milk', 'Iced Coffee', 'Tea'], ['Tomato Juice', 'Coconut Water', 'Cranberry Juice', 'Iced Coffee'], ['Tomato Juice', 'Coconut Water', 'Tea', 'Cranberry Juice'], ['Tomato Juice', 'Milk', 'Cranberry Juice', 'Iced Coffee'], ['Tomato Juice', 'Coconut Water', 'Tea', 'Apple Juice'], ['Tomato Juice', 'Milk', 'Cranberry Juice', 'Tea']]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Cheesy Gordita Crunch Copycat,"[['Cheesy Gordita Crunch Copycat', 'Tea', 'Apple Juice', 'Milk'], ['Cheesy Gordita Crunch Copycat', 'Milk', 'Apple Juice', 'Coconut Water'], ['Cheesy Gordita Crunch Copycat', 'Apple Juice', 'Cranberry Juice', 'Milk'], ['Cheesy Gordita Crunch Copycat', 'Milk', 'Iced Coffee', 'Cranberry Juice'], ['Cheesy Gordita Crunch Copycat', 'Iced Coffee', 'Milk', 'Tea'], ['Cheesy Gordita Crunch Copycat', 'Iced Coffee', 'Tea', 'Apple Juice'], ['Cheesy Gordita Crunch Copycat', 'Cranberry Juice', 'Coconut Water', 'Iced Coffee'], ['Cheesy Gordita Crunch Copycat', 'Cranberry Juice', 'Tea', 'Milk'], ['Cheesy Gordita Crunch Copycat', 'Milk', 'Coconut Water', 'Tea']]","[0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667]",1.0,1.0,1.0,1.0,1.0,1.0,0.75
26,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Crunchwrap Supreme Copycat,"[['Crunchwrap Supreme Copycat', 'Coconut Water', 'Apple Juice', 'Cranberry Juice'], ['Crunchwrap Supreme Copycat', 'Cranberry Juice', 'Milk', 'Apple Juice'], ['Crunchwrap Supreme Copycat', 'Tea', 'Iced Coffee', 'Milk'], ['Crunchwrap Supreme Copycat', 'Cranberry Juice', 'Iced Coffee', 'Tea'], ['Crunchwrap Supreme Copycat', 'Iced Coffee', 'Milk', 'Coconut Water'], ['Crunchwrap Supreme Copycat', 'Iced Coffee', 'Tea', 'Coconut Water'], ['Crunchwrap Supreme Copycat', 'Tea', 'Coconut Water', 'Cranberry Juice'], ['Crunchwrap Supreme Copycat', 'Tea', 'Iced Coffee', 'Apple Juice'], ['Crunchwrap Supreme Copycat', 'Tea', 'Coconut Water', 'Apple Juice']]","[0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667]",1.0,1.0,1.0,1.0,1.0,1.0,0.75
27,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Quesadilla Copycat,"[['Quesadilla Copycat', 'Apple Juice', 'Coconut Water', 'Tea'], ['Quesadilla Copycat', 'Coconut Water', 'Milk', 'Iced Coffee'], ['Quesadilla Copycat', 'Iced Coffee', 'Tea', 'Apple Juice'], ['Quesadilla Copycat', 'Milk', 'Cranberry Juice', 'Apple Juice'], ['Quesadilla Copycat', 'Apple Juice', 'Iced Coffee', 'Milk'], ['Quesadilla Copycat', 'Iced Coffee', 'Cranberry Juice', 'Coconut Water'], ['Quesadilla Copycat', 'Cranberry Juice', 'Tea', 'Apple Juice'], ['Quesadilla Copycat', 'Cranberry Juice', 'Milk', 'Tea'], ['Quesadilla Copycat', 'Iced Coffee', 'Cranberry Juice', 'Apple Juice'], ['Quesadilla Copycat', 'Milk', 'Apple Juice', 'Tea']]","[0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667]",1.0,1.0,1.0,1.0,1.0,1.0,0.75
28,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Bean Burrito Copycat,"[['Bean Burrito Copycat', 'Apple Juice', 'Cranberry Juice', 'Coconut Water'], ['Bean Burrito Copycat', 'Apple Juice', 'Cranberry Juice', 'Tea'], ['Bean Burrito Copycat', 'Coconut Water', 'Cranberry Juice', 'Iced Coffee'], ['Bean Burrito Copycat', 'Cranberry Juice', 'Milk', 'Tea'], ['Bean Burrito Copycat', 'Tea', 'Apple Juice', 'Coconut Water'], ['Bean Burrito Copycat', 'Tea', 'Coconut Water', 'Iced Coffee'], ['Bean Burrito Copycat', 'Apple Juice', 'Iced Coffee', 'Coconut Water'], ['Bean Burrito Copycat', 'Iced Coffee', 'Cranberry Juice', 'Milk']]","[0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667]",1.0,1.0,1.0,1.0,1.0,1.0,0.75
29,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Black Bean Chalupa Copycat,"[['Black Bean Chalupa Copycat', 'Cranberry Juice', 'Coconut Water', 'Tea'], ['Black Bean Chalupa Copycat', 'Apple Juice', 'Milk', 'Cranberry Juice'], ['Black Bean Chalupa Copycat', 'Apple Juice', 'Coconut Water', 'Tea'], ['Black Bean Chalupa Copycat', 'Coconut Water', 'Milk', 'Iced Coffee'], ['Black Bean Chalupa Copycat', 'Cranberry Juice', 'Iced Coffee', 'Coconut Water'], ['Black Bean Chalupa Copycat', 'Iced Coffee', 'Cranberry Juice', 'Tea'], ['Black Bean Chalupa Copycat', 'Tea', 'Coconut Water', 'Iced Coffee']]","[0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667]",1.0,1.0,1.0,1.0,1.0,1.0,0.75
30,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Crunchy Taco,"[['Crunchy Taco', 'Tea', 'Cranberry Juice', 'Milk'], ['Crunchy Taco', 'Iced Coffee', 'Cranberry Juice', 'Milk'], ['Crunchy Taco', 'Tea', 'Apple Juice', 'Cranberry Juice'], ['Crunchy Taco', 'Iced Coffee', 'Cranberry Juice', 'Tea'], ['Crunchy Taco', 'Milk', 'Tea', 'Coconut Water'], ['Crunchy Taco', 'Iced Coffee', 'Cranberry Juice', 'Coconut Water'], ['Crunchy Taco', 'Cranberry Juice', 'Milk', 'Apple Juice'], ['Crunchy Taco', 'Milk', 'Tea', 'Iced Coffee'], ['Crunchy Taco', 'Coconut Water', 'Iced Coffee', 'Tea']]","[0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667]",1.0,1.0,1.0,1.0,1.0,1.0,0.75
31,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Soft Taco Beef,"[['Soft Taco Beef', 'Iced Coffee', 'Tea', 'Milk'], ['Soft Taco Beef', 'Cranberry Juice', 'Milk', 'Coconut Water'], ['Soft Taco Beef', 'Milk', 'Apple Juice', 'Cranberry Juice'], ['Soft Taco Beef', 'Tea', 'Iced Coffee', 'Cranberry Juice'], ['Soft Taco Beef', 'Coconut Water', 'Milk', 'Apple Juice'], ['Soft Taco Beef', 'Milk', 'Tea', 'Cranberry Juice'], ['Soft Taco Beef', 'Tea', 'Iced Coffee', 'Apple Juice'], ['Soft Taco Beef', 'Coconut Water', 'Iced Coffee', 'Apple Juice'], ['Soft Taco Beef', 'Cranberry Juice', 'Milk', 'Iced Coffee'], ['Soft Taco Beef', 'Milk', 'Coconut Water', 'Tea']]","[0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667]",1.0,1.0,1.0,1.0,1.0,1.0,0.75
32,user_2_snacks,Daniela Morales,snacks,{'Beverage'},Nacho Bell Grande Beef,"[['Nacho Bell Grande Beef', 'Coconut Water', 'Tea', 'Milk'], ['Nacho Bell Grande Beef', 'Cranberry Juice', 'Milk', 'Apple Juice'], ['Nacho Bell Grande Beef', 'Milk', 'Coconut Water', 'Iced Coffee'], ['Nacho Bell Grande Beef', 'Tea', 'Cranberry Juice', 'Milk'], ['Nacho Bell Grande Beef', 'Milk', 'Cranberry Juice', 'Iced Coffee'], ['Nacho Bell Grande Beef', 'Milk', 'Coconut Water', 'Apple Juice'], ['Nacho Bell Grande Beef', 'Tea', 'Coconut Water', 'Cranberry Juice'], ['Nacho Bell Grande Beef', 'Apple Juice', 'Milk', 'Iced Coffee'], ['Nacho Bell Grande Beef', 'Apple Juice', 'Cranberry Juice', 'Coconut Water']]","[0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667, 0.916667]",1.0,1.0,1.0,1.0,1.0,1.0,0.75
