user_id,name,meal_occasion,avg_goodness_per_row,volume,row_count
user_296_lunch,Joshua King,lunch,0.745292,10.0,77
user_297_breakfast,Dominique Carter,breakfast,0.703824,10.0,77
user_298_lunch,Christopher Allen,lunch,0.604058,10.0,77
user_2_snacks,Daniela Morales,snacks,0.723701,10.0,77
user_301_snacks,Nokosi Runningwater,snacks,0.601912,10.0,77
user_302_lunch,Charlotte Jackson,lunch,0.742911,10.0,77
user_30_breakfast,Tyler Nelson,breakfast,0.744048,10.0,77
user_312_breakfast,Marcus Williams,breakfast,0.667857,10.0,77
user_314_snacks,Tariq Nasser,snacks,0.596861,10.0,77
user_316_breakfast,Keisha Johnson,breakfast,0.633009,10.0,77
user_317_lunch,Natalie Lee,lunch,0.742045,10.0,77
user_319_dinner,Rami Haddad,dinner,0.678067,10.0,77
user_31_lunch,Tiara Harris,lunch,0.678355,10.0,77
user_328_brunch,Arjun Patel,brunch,0.742587,10.0,77
user_329_snacks,Ryan Scott,snacks,0.723701,10.0,77
user_32_brunch,Harper Thompson,brunch,0.673377,10.0,77
user_331_brunch,Robert Clark,brunch,0.741558,10.0,77
user_332_dinner,Jose Hernandez,dinner,0.622424,10.0,77
user_334_breakfast,Sakura Tanaka,breakfast,0.703824,10.0,77
user_336_breakfast,Sara Nasser,breakfast,0.67105,10.0,77
user_343_snacks,Gabriela Perez,snacks,0.594751,10.0,77
user_347_lunch,Winona Clearwater,lunch,0.516414,10.0,77
user_356_breakfast,Sebastian Gutierrez,breakfast,0.735877,10.0,77
user_357_lunch,Yuki Suzuki,lunch,0.74421,10.0,77
user_35_breakfast,Yasmin Farouk,breakfast,0.677489,10.0,77
user_360_lunch,Arjun Patel,lunch,0.741071,10.0,77
user_361_dinner,Takashi Suzuki,dinner,0.677778,10.0,77
user_367_breakfast,Thomas Walker,breakfast,0.634343,10.0,77
user_370_brunch,Eduardo Ramirez,brunch,0.740476,10.0,77
user_371_brunch,Khalid Al-Rashid,brunch,0.669102,10.0,77
user_372_dinner,Carlos Garcia,dinner,0.673449,10.0,77
user_374_breakfast,Kang Liu,breakfast,0.74026,10.0,77
user_377_brunch,Mei Lin,brunch,0.70166,10.0,77
user_37_brunch,Sophia Martinez,brunch,0.68171,10.0,77
user_383_brunch,Juan Martinez,brunch,0.741775,10.0,77
user_390_dinner,Zaria Martin,dinner,0.601732,10.0,77
user_403_snacks,Layla Ahmed,snacks,0.723268,10.0,77
user_410_snacks,Yasmin Farouk,snacks,0.591613,10.0,77
user_412_dinner,Kevin Carter,dinner,0.602165,10.0,77
user_415_dinner,Sara Nasser,dinner,0.68153,10.0,77
user_417_snacks,Tariq Nasser,snacks,0.615151,10.0,77
user_418_breakfast,Elijah Scott,breakfast,0.704185,10.0,77
user_422_lunch,Omar Hassan,lunch,0.74053,10.0,77
user_423_brunch,Brandon Adams,brunch,0.700866,10.0,77
user_427_brunch,Emma Davis,brunch,0.63088,10.0,77
user_430_dinner,Aponi Riverstone,dinner,0.624675,10.0,77
user_431_brunch,Pablo Flores,brunch,0.633153,10.0,77
user_432_brunch,DeShawn Moore,brunch,0.671483,10.0,77
user_435_lunch,Charles Lewis,lunch,0.636616,10.0,77
user_438_snacks,Diego Perez,snacks,0.601371,10.0,77
user_441_snacks,Paola Romero,snacks,0.726299,10.0,77
user_447_brunch,Harper Thompson,brunch,0.738907,10.0,77
user_450_snacks,Ji-Young Park,snacks,0.602056,10.0,77
user_451_lunch,Faisal Al-Amin,lunch,0.600406,10.0,77
user_456_dinner,Sakura Tanaka,dinner,0.661607,10.0,77
user_45_breakfast,Winona Clearwater,breakfast,0.735336,10.0,77
user_462_breakfast,Monique Davis,breakfast,0.673214,10.0,77
user_463_dinner,Rohan Mehta,dinner,0.660552,10.0,77
user_468_snacks,Xiu Ying Chen,snacks,0.600974,10.0,77
user_472_snacks,Pooja Singh,snacks,0.601407,10.0,77
user_475_snacks,Kaya Thunderbird,snacks,0.601948,10.0,77
user_478_lunch,Emma Davis,lunch,0.512734,10.0,77
user_485_lunch,Raven White,lunch,0.673665,10.0,77
user_486_lunch,Aisha Khan,lunch,0.510137,10.0,77
user_492_dinner,Wei Zhang,dinner,0.627273,10.0,77
user_49_dinner,Mia Thomas,dinner,0.681422,10.0,77
user_55_lunch,Jimena Gutierrez,lunch,0.599892,10.0,77
user_56_lunch,Xiu Ying Chen,lunch,0.742965,10.0,77
user_57_snacks,Deepa Gupta,snacks,0.60303,10.0,77
user_59_snacks,Vikram Singh,snacks,0.605303,10.0,77
user_5_breakfast,James Anderson,breakfast,0.741234,10.0,77
user_60_snacks,Kang Liu,snacks,0.599838,10.0,77
user_64_lunch,Yusuf Ibrahim,lunch,0.508983,10.0,77
user_71_lunch,Emily Johnson,lunch,0.63741,10.0,77
user_74_brunch,Aiyana Redcloud,brunch,0.629004,10.0,77
user_77_brunch,Omar Hassan,brunch,0.69614,10.0,77
user_7_dinner,Jasmine Wilson,dinner,0.620368,10.0,77
user_82_snacks,Isabella Hernandez,snacks,0.605952,10.0,77
user_83_lunch,Omar Hassan,lunch,0.678139,10.0,77
user_84_dinner,Jasmine Wilson,dinner,0.600406,10.0,77
user_8_lunch,Chayton Eagleheart,lunch,0.735065,10.0,77
user_97_breakfast,Ananya Sharma,breakfast,0.673214,10.0,77
