user_id,name,meal_occasion,avg_goodness_per_row,volume,row_count
user_312_breakfast,Marcus Williams,breakfast,0.844894,4.74026,77
user_314_snacks,Tariq Nasser,snacks,0.79992,8.948052,77
user_316_breakfast,Keisha Johnson,breakfast,0.802515,6.766234,77
user_317_lunch,Natalie Lee,lunch,0.818903,4.558442,77
user_319_dinner,Rami Haddad,dinner,0.804313,6.584416,77
user_31_lunch,Tiara Harris,lunch,0.804313,6.584416,77
user_328_brunch,Arjun Patel,brunch,0.818903,4.558442,77
user_329_snacks,Ryan Scott,snacks,0.891775,2.298701,77
user_32_brunch,Harper Thompson,brunch,0.844894,4.74026,77
user_331_brunch,Robert Clark,brunch,0.818903,4.558442,77
user_332_dinner,Jose Hernandez,dinner,0.778711,9.987013,77
user_334_breakfast,Sakura Tanaka,breakfast,0.816166,5.623377,77
user_336_breakfast,Sara Nasser,breakfast,0.844894,4.74026,77
user_343_snacks,Gabriela Perez,snacks,0.823713,6.363636,77
user_347_lunch,Winona Clearwater,lunch,0.762266,8.311688,77
user_356_breakfast,Sebastian Gutierrez,breakfast,0.818903,4.558442,77
user_357_lunch,Yuki Suzuki,lunch,0.818903,4.558442,77
user_35_breakfast,Yasmin Farouk,breakfast,0.844946,4.753247,77
user_360_lunch,Arjun Patel,lunch,0.818903,4.558442,77
user_361_dinner,Takashi Suzuki,dinner,0.804313,6.584416,77
user_367_breakfast,Thomas Walker,breakfast,0.802515,6.766234,77
user_370_brunch,Eduardo Ramirez,brunch,0.818903,4.558442,77
user_371_brunch,Khalid Al-Rashid,brunch,0.844826,4.753247,77
user_372_dinner,Carlos Garcia,dinner,0.804313,6.584416,77
user_374_breakfast,Kang Liu,breakfast,0.818903,4.558442,77
user_377_brunch,Mei Lin,brunch,0.816166,5.623377,77
user_37_brunch,Sophia Martinez,brunch,0.844826,4.753247,77
user_383_brunch,Juan Martinez,brunch,0.818903,4.558442,77
user_390_dinner,Zaria Martin,dinner,0.783231,9.766234,77
user_403_snacks,Layla Ahmed,snacks,0.891775,2.298701,77
user_410_snacks,Yasmin Farouk,snacks,0.823653,6.38961,77
user_412_dinner,Kevin Carter,dinner,0.783273,9.753247,77
user_415_dinner,Sara Nasser,dinner,0.804313,6.584416,77
user_417_snacks,Tariq Nasser,snacks,0.867965,2.584416,77
user_418_breakfast,Elijah Scott,breakfast,0.816155,5.636364,77
user_422_lunch,Omar Hassan,lunch,0.818903,4.558442,77
user_423_brunch,Brandon Adams,brunch,0.816155,5.636364,77
user_427_brunch,Emma Davis,brunch,0.802515,6.766234,77
user_430_dinner,Aponi Riverstone,dinner,0.77874,9.987013,77
user_431_brunch,Pablo Flores,brunch,0.802515,6.766234,77
user_432_brunch,DeShawn Moore,brunch,0.844826,4.753247,77
user_435_lunch,Charles Lewis,lunch,0.7847,9.12987,77
user_438_snacks,Diego Perez,snacks,0.800479,8.909091,77
user_441_snacks,Paola Romero,snacks,0.891775,2.298701,77
user_447_brunch,Harper Thompson,brunch,0.818903,4.558442,77
user_450_snacks,Ji-Young Park,snacks,0.867965,2.584416,77
user_451_lunch,Faisal Al-Amin,lunch,0.783222,9.727273,77
user_456_dinner,Sakura Tanaka,dinner,0.78696,9.480519,77
user_45_breakfast,Winona Clearwater,breakfast,0.818903,4.558442,77
user_462_breakfast,Monique Davis,breakfast,0.844894,4.74026,77
user_463_dinner,Rohan Mehta,dinner,0.787409,9.467532,77
user_468_snacks,Xiu Ying Chen,snacks,0.867965,2.584416,77
user_472_snacks,Pooja Singh,snacks,0.800141,8.948052,77
user_475_snacks,Kaya Thunderbird,snacks,0.867965,2.584416,77
user_478_lunch,Emma Davis,lunch,0.762266,8.311688,77
user_485_lunch,Raven White,lunch,0.804313,6.584416,77
user_486_lunch,Aisha Khan,lunch,0.762266,8.311688,77
user_492_dinner,Wei Zhang,dinner,0.784621,9.779221,77
user_49_dinner,Mia Thomas,dinner,0.804313,6.584416,77
user_55_lunch,Jimena Gutierrez,lunch,0.783396,9.753247,77
user_56_lunch,Xiu Ying Chen,lunch,0.818903,4.558442,77
user_57_snacks,Deepa Gupta,snacks,0.867965,2.584416,77
user_59_snacks,Vikram Singh,snacks,0.823653,6.38961,77
user_5_breakfast,James Anderson,breakfast,0.818903,4.558442,77
user_60_snacks,Kang Liu,snacks,0.823683,6.376623,77
user_64_lunch,Yusuf Ibrahim,lunch,0.762266,8.311688,77
user_71_lunch,Emily Johnson,lunch,0.784817,9.064935,77
user_74_brunch,Aiyana Redcloud,brunch,0.802515,6.766234,77
user_77_brunch,Omar Hassan,brunch,0.816166,5.623377,77
user_7_dinner,Jasmine Wilson,dinner,0.778588,9.987013,77
user_82_snacks,Isabella Hernandez,snacks,0.867965,2.584416,77
user_83_lunch,Omar Hassan,lunch,0.804313,6.584416,77
user_84_dinner,Jasmine Wilson,dinner,0.783206,9.753247,77
user_8_lunch,Chayton Eagleheart,lunch,0.818903,4.558442,77
user_97_breakfast,Ananya Sharma,breakfast,0.844877,4.766234,77
